1,0.6,0.6,0.6,0.6,0.7,1,1,1.2,1.3,1.3,1.3,1.3,1.2,1,1,0.9,1,1,1,1,1.2,1.3,1.6,1.6,1.5,1.3,1.1,0.8,0.7
2,0.4,0.4,0.6,0.6,0.6,0.8,0.8,1,1.2,1.3,1.4,1.3,1.2,1.1,1,1,1,1,1,1,1.2,1.5,1.6,1.6,1.6,1.4,1,0.8,0.6
3,0.6,0.6,0.6,0.6,0.6,0.9,1.1,1.2,0,1.5,1.4,1.3,1.3,1.3,1.2,0,1.6,1.5,1.5,1.4,1.4,1.5,1.7,1.8,1.7,1.5,1.1,0.8,0.7
4,0.6,0.6,0.6,0.6,0.6,0.9,1.1,1.3,1.4,1.4,1.4,1.3,1.3,1.2,0.9,0.9,0.9,0.9,0.9,1,1,1.1,1.3,2.2,2,1.6,1.2,0.8,0.7
5,0.7,0.6,0.6,0.6,0.7,1,1.2,1.3,1.5,1.5,1.4,1.4,1.3,1.3,1.3,1.3,1.3,1.3,1.4,1.4,1.5,1.6,1.8,1.8,1.8,1.6,1.2,0.9,0.8
6,0.6,0.6,0.6,0.6,0.7,1,0,1.7,1.8,1.9,1.7,1.4,1.4,1.3,1.3,1.3,1.3,1.4,1.3,1.3,1.3,1.4,1.7,1.9,1.8,1.5,1.1,0.8,0.7
7,0.6,0.6,0.6,0.6,0.6,1,1.2,1.3,1.5,1.5,1.4,1.3,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.4,1.7,1.6,1.8,1.8,1.7,1.5,1.1,0.9,0.7
8,0.6,0.6,0.6,0.6,0.6,0.9,1.1,1.4,1.5,1.5,1.4,1.3,1.2,1.2,1.3,1.3,1.2,1.2,1.2,1.2,1.3,1.5,1.7,1.7,1.7,1.6,1.2,0.8,0.7
9,0.6,0.6,0.6,0.6,0.7,0.9,1.1,1.2,1.3,1.3,1.5,1.3,1.3,1.2,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.3,1.6,1.8,1.8,1.4,1,0.8,0.6
10,0.6,0.6,0,0.6,0.6,1,1.2,1.4,1.6,1.5,1.4,1.3,1.3,1.1,1.1,1.1,1.1,1.1,1.3,1.3,1.4,1.4,1.7,1.9,1.8,1.5,1.2,0.8,0.7
11,0.7,0.7,0.7,0.7,0.6,1,1.2,1.4,1.5,1.5,1.3,1.3,1.3,1.3,1.3,1.3,1.2,1.2,1.3,1.3,1.3,1.4,1.6,1.7,0,1.6,1.2,0.8,0.6
12,0.6,0.6,0.7,0.7,0.7,1.1,1.3,1.6,1.8,1.8,1.5,1.4,1.3,1.2,1.3,1.2,1.2,1.2,1.3,1.3,1.3,1.5,1.7,1.9,1.8,1.5,1.3,0.8,0.7
13,0.6,0.6,0.6,0.6,0.7,1,1.2,1.4,1.4,1.4,1.3,1.4,1.3,1.3,1.3,1.2,1.2,1.3,1.3,1.3,1.3,1.4,1.6,1.8,1.8,1.4,1.2,0.8,0.7
14,0.6,0.6,0.6,0.6,0.7,1,1.2,1.4,1.4,1.4,1.3,1.3,1.3,1.2,1.2,1.2,1.3,1.3,1.3,1.4,1.4,1.5,1.7,1.8,1.8,1.6,1.2,0.8,0.6
15,0.7,0.7,0.6,0.6,0.6,1,1.2,1.3,1.5,1.4,1.4,1.3,1.3,1.2,1.2,1.2,1.2,1.2,1.3,1.3,1.3,1.5,1.7,1.8,1.8,1.5,1.1,0.8,0.7
16,0.6,0.6,0.6,0.7,0.7,0.9,1,1.1,1.2,1.3,1.5,1.3,1.3,1.2,1.1,1.1,1.1,1,1.2,1.2,1.4,1.4,1.5,1.5,1.5,1.3,0,0.6,0.8
17,0.6,0.6,0.6,0.6,0.7,1.1,1.2,1.4,1.4,1.5,0,0,0,0,0,1.9,1.4,1.5,1.4,1.4,1.4,1.5,1.7,1.9,1.8,1.6,1.2,0.9,0.7
18,0.6,0.6,0.6,0.6,0.7,0.9,1.1,1.3,1.4,1.6,1.6,1.3,1.3,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.2,1.5,17,1.6,1.4,1.1,0.8,0.6
19,0.6,0.6,0.6,0.6,0.7,1,1.2,1.4,1.5,1.4,1.2,1.3,1.3,1.1,1.2,1.2,1.2,1.1,1.5,1.3,1.4,1.4,1.7,1.9,1.8,1.5,1.2,0,0.7
20,0.6,0.6,0.6,0.6,0.7,1,1.3,1.4,1.4,1.4,1.4,1.2,1.2,1.2,1.2,1.2,1.2,0,1.5,1.5,1.5,1.6,1.8,1.9,1.8,1.6,1.2,0.8,0.6
21,0.6,0.6,0.6,0.6,0.7,1,1.2,1.3,1.4,1.5,1.4,1.2,1.3,1.1,1.1,1.1,1.1,1.2,1.4,0,1.4,1.5,1.6,1.6,1.5,1.3,1,0.7,0.6
22,0.7,0.6,0.6,0.6,0.7,1,1.2,1.3,1.4,1.4,1.3,1.3,1.3,0,0,1.4,1.3,1.3,1.3,1.3,1.3,1.4,1.7,1.8,1.8,1.6,1.2,0.8,0.6
23,0.6,0.6,0.6,0.6,0.6,0.9,1,1.2,1.2,1.3,1.3,1.4,1.2,1.2,1.1,1.1,1.1,1.1,1.1,1.2,1.3,1.4,1.6,1.6,1.6,1.3,1,0.8,0.7
24,0.6,0.6,0.6,0.6,0.6,1,1.1,1.3,1.6,1.7,1.5,1.3,1.3,1.2,1.2,1.3,0,1.6,1.5,1.4,1.4,1.5,1.6,1.8,1.8,1.5,1.2,0.8,0.7
25,0.6,0.6,0.6,0.6,0.6,1,1.1,1.3,1.4,1.4,1.3,1.3,1.3,1.3,1.2,1.3,1.3,1.4,1.5,1.5,1.6,1.6,1.8,1.8,1.7,1.4,1.1,0.8,0.7
26,0.6,0.6,0.6,0.6,0.7,0.9,1,1.2,1.4,1.4,1.4,1.3,1.3,1.2,1.1,1.2,1.2,1.2,1.2,1.3,1.2,1.2,1.5,1.7,1.7,1.4,1.1,0.8,0.7
27,0.6,0.6,0.6,0.6,0.6,0.9,1,1.2,1.3,1.4,1.4,1.3,1.2,1.2,1.2,1.2,1.2,1.1,1.2,1.2,1.2,1.2,1.4,1.6,1.6,1.4,1.1,0.8,0.7
28,0.6,0.6,0.6,0.6,0.6,0.9,1,1.1,1.4,1.4,1.4,1.3,1.3,1.3,0,1.3,1.5,1.3,1.2,1.3,1.3,1.4,0,1.9,1.7,1.6,1.2,0.8,0.7
29,0.6,0.6,0.6,0.6,0.6,0.9,1.1,1.1,1.2,1.3,1.3,1.3,1.3,1.2,1.2,1.2,1.2,1.1,1.2,1.2,1.2,1.2,1.4,1.6,1.6,1.4,1.2,0.9,0.7
30,0.6,0.6,0.6,0.6,0.6,0.9,1,1.2,1.5,1.5,1.6,1.4,1.2,1,1,1,1,0.6,1.1,1,1.1,1.2,1.2,1.5,1.5,1.3,1,0.5,0.6
31,0.6,0.6,0.6,0.6,0.6,0.8,0.9,1,1,1.1,1.1,1.2,1,1,1,1,1,1,1,1.1,1.2,1.3,1.4,1.5,1.5,1.3,1,0.8,0.6
